일자,금융투자,보험,투신,사모,은행,기타금융,연기금 등,기타법인,개인,외국인,기타외국인,전체
2024.7.19,1.47071E+12,30908960295,1.49636E+11,43799239961,1.31724E+11,11323850380,25055905840,33896882693,1.2144E+12,6.47179E+11,1725310185,3.76036E+12
2024.7.18,1.7712E+12,47632525445,2.30116E+11,23278616055,1.6593E+11,10390802539,38991178420,1.00559E+11,1.40193E+12,9.16341E+11,2668780613,4.70903E+12
2024.7.17,1.76329E+12,19434929245,1.51389E+11,33443622492,1.27203E+11,5583672757,30229390330,66176717599,1.35471E+12,5.65625E+11,2060926215,4.11915E+12
2024.7.16,1.53664E+12,31747600365,26471366189,20887319220,1.21003E+11,17794177515,30624048345,54689971150,1.26717E+12,5.45694E+11,1768730480,3.65449E+12
2024.7.15,1.37123E+12,34803795320,1.42716E+11,24757694575,1.14622E+11,515525390,22960693975,58624449541,1.20435E+12,4.98805E+11,2349233348,3.47573E+12
2024.7.12,1.51815E+12,32886297500,1.94542E+11,21574064498,2.22605E+11,6265168871,1265953275,61548158699,1.32464E+12,7.52411E+11,3007133280,4.13889E+12
2024.7.11,1.6766E+12,30489638765,33476490472,28181406400,1.01415E+11,497199955,14386092645,30710590933,1.24222E+12,5.70968E+11,3375311752,3.73232E+12
2024.7.10,1.52506E+12,47652145520,97910811578,21289065810,1.08825E+11,1010709400,28113678500,50486750465,1.16269E+12,4.28627E+11,1754689737,3.47342E+12
2024.7.9,1.58011E+12,34932459280,93133162829,25904753766,1.10773E+11,703657370,986605550,46033220423,1.12758E+12,5.76554E+11,2373831747,3.59909E+12
2024.7.8,1.37118E+12,50559798630,1.26053E+11,37542943785,79445123875,207900000,15889973900,31077746940,1.1214E+12,5.32784E+11,2362036849,3.3685E+12
2024.7.5,1.70336E+12,61192661420,59668512641,34330012416,68951905950,694165910,25169567035,45366887599,1.37505E+12,7.68182E+11,3396071124,4.14536E+12
2024.7.4,1.25145E+12,38008241510,33279634700,22310230190,83612574312,198565990,27099786325,54611434278,1.12608E+12,4.8047E+11,2375450526,3.11949E+12
2024.7.3,1.30767E+12,27599150235,1.62862E+11,22151178391,1.06495E+11,369751580,6606690740,78467936571,1.14002E+12,6.74324E+11,3265793326,3.52983E+12
2024.7.2,1.17991E+12,19861048495,1.25531E+11,59708509537,1.16025E+11,366764455,11885045700,35711839781,1.18544E+12,4.67098E+11,2390920893,3.20394E+12
2024.7.1,1.00879E+12,33876184205,85692860258,23644119615,81769554840,870552030,836203390,36372103419,1.04367E+12,4.39818E+11,1680979251,2.75702E+12
2024.6.28,1.10192E+12,47170160660,31228131305,30064562085,60163308525,1743554505,11809480735,40266172139,1.12877E+12,4.5059E+11,2574308348,2.90631E+12
2024.6.27,9.08416E+11,13045533450,1.58288E+11,63259651604,71397530185,155842000,4072492605,41202216261,1.15756E+12,5.34303E+11,2168871696,2.95387E+12
