일자,금융투자,보험,투신,사모,은행,기타금융,연기금 등,기타법인,개인,외국인,기타외국인,전체
2018.12.28,2.63368E+11,46926038745,38554933742,4455703835,2406507116,100915900,18557948320,7694669375,4.58995E+11,3.16819E+11,629912915,1.15851E+12
2018.12.27,3.36238E+11,1.22313E+11,1.69453E+11,15035729785,2940014830,1037559105,95299130185,11327762300,6.11086E+11,3.86917E+11,732132090,1.75238E+12
2018.12.26,3.40083E+11,33931756755,35954844563,71076573385,13512783170,18991445335,55340589915,16824543695,7.34611E+11,4.38957E+11,1269537885,1.76055E+12
2018.12.24,8.61232E+11,72264314860,26265668545,20592404570,3429090340,121615015,32222422534,4710053270,4.25157E+11,2.75173E+11,467580650,1.72164E+12
2018.12.21,4.05885E+11,26733344540,60182235480,12242474255,5828836796,4729598480,49485804790,16389736810,1.06831E+12,4.88394E+11,2100021425,2.14028E+12
2018.12.20,4.63802E+11,34486545340,10210455255,16985576120,8483612550,1324481065,32766154350,22741212695,1.14458E+12,5.49706E+11,2215836610,2.28731E+12
2018.12.19,3.09322E+11,16746471500,1.01258E+11,19873183535,3516656000,904208965,5908429160,11955258800,9.09566E+11,4.50876E+11,1434575720,1.83136E+12
2018.12.18,4.2631E+11,32911418390,29170982575,8055461240,3734511790,0,22226839130,15752296790,8.95393E+11,4.19748E+11,3443386525,1.85675E+12
2018.12.17,2.08387E+11,22317434700,80651413125,6126265930,6132170730,0,1259024395,15477360115,8.02439E+11,4.65952E+11,487004450,1.60923E+12
2018.12.14,4.85213E+11,88334230255,33774553520,7397767405,8954659660,29381915,14708976905,11465949980,1.02714E+12,3.96481E+11,793502650,2.07429E+12
2018.12.13,7.11883E+11,1.08753E+11,20880620865,20401645520,4298822645,112171370,449053415,6126000275,6.99943E+11,4.96333E+11,1025041260,2.0702E+12
2018.12.12,3.8739E+11,53167307075,44608542015,19237447425,2113089915,145000055,12809495885,11517477485,5.01653E+11,5.19116E+11,836102255,1.55259E+12
2018.12.11,7.27658E+11,19289607250,1.38673E+11,4672076040,7366673505,159691665,39725194885,4976557255,5.4426E+11,4.33585E+11,612085270,1.92098E+12
2018.12.10,2.71519E+11,39468576160,21949627945,14795904640,6238686960,5955184135,24090147950,4324741860,6.01285E+11,5.18663E+11,614056610,1.5089E+12
2018.12.7,3.50469E+11,29540048115,1.2373E+11,7355392990,9557820940,564345950,5106299675,2667649415,6.72299E+11,3.43207E+11,289365650,1.54479E+12
2018.12.6,4.19989E+11,37401575440,56233308375,4749657125,10002334535,2006625,3972076270,2529292230,1.11103E+12,4.33942E+11,799505345,2.08066E+12
2018.12.5,3.63154E+11,11332706185,83824450575,19542641165,5256781080,2332694375,21205824155,4103719030,8.83652E+11,3.63622E+11,461980290,1.75849E+12
2018.12.4,3.25129E+11,33391402715,30412173175,7192026725,6190484855,59642955,13148137385,10728962595,9.90529E+11,3.91954E+11,254098670,1.80899E+12
2018.12.3,4.12511E+11,32875527310,51373133475,15505489000,3839120720,1552200650,28042632905,7065918500,9.24992E+11,3.72772E+11,712166790,1.85124E+12
2018.11.30,4.95307E+11,16192515695,80857397610,10836250690,8296260020,14820000,23411336020,2059855315,7.33985E+11,3.48706E+11,342434260,1.72001E+12
2018.11.29,2.15048E+11,8858177465,52992756215,6269061325,7802008300,1479172460,9782995270,10230468455,1.17879E+12,4.40602E+11,392361860,1.93225E+12
2018.11.28,2.96982E+11,7266126205,18218471595,7926818190,1527882915,0,35757633470,7317918705,9.0693E+11,3.26628E+11,213485455,1.60877E+12
2018.11.27,2.8859E+11,24279476485,12806085915,6182666390,4422150945,0,5036193085,14318330355,1.03341E+12,3.88272E+11,631800445,1.77795E+12
2018.11.26,1.90857E+11,9879151805,1.17172E+11,13033263365,5305655263,320011845,18949415795,5766259690,8.46137E+11,3.9209E+11,481444500,1.59999E+12
2018.11.23,2.53418E+11,17411236205,11452943600,17851710715,1.34294E+11,2816013785,10404232930,7250274435,9.31689E+11,3.90425E+11,262590660,1.77728E+12
2018.11.22,1.71208E+11,13747859950,67754673150,10779854245,2427634485,14301125,16964705090,10709055150,8.93369E+11,3.56443E+11,306004705,1.54372E+12
2018.11.21,2.61321E+11,21136554150,8854570400,15766476680,6661966375,1464942105,4676393545,25437466100,9.79193E+11,5.08798E+11,781646360,1.83409E+12
2018.11.20,2.60906E+11,23377709940,78412085130,4795607085,7686398215,0,21445386970,11264549320,8.46492E+11,4.32578E+11,622386045,1.68758E+12
2018.11.19,3.09072E+11,14623533380,24003248665,28158080310,7724729505,67068610,1.16279E+11,6070367500,8.55457E+11,4.36256E+11,355763765,1.79807E+12
2018.11.16,2.8256E+11,6112080475,72309953690,15511530565,5246970560,626139750,30863029705,11443903360,9.21354E+11,5.38561E+11,395413550,1.88498E+12
