일자,금융투자,보험,투신,사모,은행,기타금융,연기금 등,기타법인,개인,외국인,기타외국인,전체
2020.12.30,7.12056E+11,72865007350,95252195435,82157281970,66635669135,781646635,26893224100,29153642915,2.18936E+12,2.37985E+12,2206445995,5.6572E+12
2020.12.29,8.50459E+11,61294548085,90292123920,54878086535,60384302075,580156000,6184794120,28940229855,1.8127E+12,2.08709E+12,1429917940,5.05422E+12
2020.12.28,5.26907E+11,38099627895,41704638175,22575212705,44976424455,109462910,10189428080,11981005810,1.86551E+12,1.99991E+12,2778865525,4.56474E+12
2020.12.24,4.88077E+11,21072001000,22975469755,16676991265,66587477390,101120210,399396215,24898752195,1.80303E+12,1.9982E+12,2343460890,4.44437E+12
2020.12.23,9.6911E+11,11398298202,65027767145,15300003520,69959878450,198248110,4431970865,13682189920,1.88988E+12,2.03849E+12,3267986690,5.08075E+12
2020.12.22,8.14228E+11,17709835260,65434129436,26887715180,1.15126E+11,2007577130,6479519755,10329247925,1.96749E+12,1.97625E+12,3282723650,5.00522E+12
2020.12.21,7.83174E+11,18295552115,84759182495,27439710035,86407723905,793499695,5417057960,15515276750,1.65174E+12,1.60615E+12,2040960165,4.28174E+12
2020.12.18,5.68147E+11,8988137830,14125289775,6161406905,72536895180,165326195,6290913935,9346095745,1.3508E+12,1.35348E+12,2476517985,3.39252E+12
2020.12.17,7.70564E+11,27865138029,66917945120,18908699140,74254008680,892096095,2809573630,13825487990,1.68019E+12,1.65102E+12,1185451610,4.30843E+12
2020.12.16,7.2172E+11,17586127640,43138451485,22062960770,58685399900,183678500,5602755240,13560790450,1.34432E+12,1.32174E+12,1457618430,3.55006E+12
2020.12.15,8.98614E+11,17091431535,28671044505,38440695675,70773159240,232928725,1582840055,10266773215,1.81442E+12,2.1518E+12,1664769190,5.03355E+12
2020.12.14,1.01574E+12,18655673085,67375005790,13131275270,85423413315,390750170,2709081615,16722643820,1.65181E+12,1.86771E+12,2178385865,4.74185E+12
2020.12.11,8.70609E+11,10095750190,26507967035,24882201020,1.10053E+11,243030200,3412568140,11738026430,1.60872E+12,2.02203E+12,1644776965,4.68994E+12
2020.12.10,6.11101E+11,32362455370,50231546410,22248322400,1.36012E+11,1787280155,18800037960,12737139090,1.84787E+12,2.58773E+12,1798762480,5.32268E+12
2020.12.9,5.96712E+11,16600855826,59543203075,25356777815,1.19041E+11,1002653120,5658315110,23370272305,1.65335E+12,2.58232E+12,1610644500,5.08456E+12
2020.12.8,4.71339E+11,42742927050,82141331135,19471536695,1.18496E+11,911385400,3192058760,18542187005,1.95597E+12,2.82032E+12,1929674400,5.53505E+12
2020.12.7,6.49869E+11,6958768990,67539496825,25425873375,99693599585,0,13283280970,12560306310,1.86038E+12,2.76449E+12,2371019210,5.50257E+12
2020.12.4,6.36716E+11,16231453405,55189015895,29157273870,70152804060,331576210,3202228730,16814329095,1.9595E+12,2.05263E+12,3102280390,4.84302E+12
2020.12.3,8.66567E+11,26489432400,24249953450,16993132465,76554684205,0,7638168510,7106124150,1.56754E+12,1.82472E+12,1566287465,4.41943E+12
2020.12.2,8.27837E+11,23089698212,58676724140,23082355265,84457288775,0,43325170,17398001650,1.71527E+12,1.84261E+12,2813378515,4.59528E+12
2020.12.1,5.96771E+11,15434899365,29535146290,6565523115,62724258365,424181520,112341590,18821509815,1.40792E+12,1.34544E+12,2747230785,3.48649E+12
2020.11.30,7.80333E+11,30613809360,57159643970,7171278460,1.49864E+11,759059950,154994500,15314365775,1.58489E+12,1.79553E+12,2988910460,4.42478E+12
2020.11.27,4.05669E+11,27968633280,1.30222E+11,25263284320,1.34782E+11,122810000,6134123340,6698323600,1.44759E+12,1.36095E+12,2412464505,3.54782E+12
2020.11.26,6.36787E+11,38301761705,9439807105,7057770780,80926711605,340946805,8815354935,22872523440,1.63951E+12,1.74623E+12,1986544280,4.19227E+12
2020.11.25,9.2568E+11,27066633550,72025220800,19580890030,69368683945,175128830,7940353610,11498113630,2.01152E+12,2.45665E+12,2391224420,5.6039E+12
2020.11.24,8.06501E+11,14627776999,14508697845,44375828160,54717673615,872508560,10453829420,13614000800,1.72313E+12,1.76195E+12,1819866900,4.44657E+12
2020.11.23,8.147E+11,28226279633,18117676600,21014492565,40429269425,1407828965,4989118290,24021910880,1.66273E+12,1.60017E+12,1919831615,4.21773E+12
2020.11.20,5.9381E+11,21720627260,77665309975,6374595050,59003612225,711616160,18053970950,7084678080,1.38113E+12,1.44482E+12,978702175,3.61136E+12
2020.11.19,3.34909E+11,55599004151,44092289620,12214559665,45608745725,67150320,13062511210,7545247665,1.32073E+12,1.2302E+12,1867660605,3.0659E+12
2020.11.18,5.93323E+11,31026406490,35383591982,8470272185,38699182135,528507900,7087140530,8446130470,1.20468E+12,1.5094E+12,793673115,3.43784E+12
2020.11.17,5.77272E+11,29434286880,41202768910,16627996800,46592182750,0,3359473670,8519571730,1.36776E+12,1.72502E+12,1504976745,3.8173E+12
2020.11.16,6.18826E+11,42163210715,10829633345,5333031355,48540353265,499814985,1837276110,17396966945,1.42965E+12,1.63487E+12,3114658330,3.81306E+12
2020.11.13,4.1421E+11,13333953710,34122787730,12235165275,55088712955,38900000,4662313215,7672799660,1.50771E+12,1.55904E+12,1698781730,3.60982E+12
2020.11.12,6.22831E+11,15828663980,39170623695,7427185975,65282989795,504632895,7679467885,5504121515,1.48394E+12,1.58232E+12,1585868425,3.83208E+12
2020.11.11,5.30774E+11,41704717905,75103514920,11543378485,47038943015,545793560,1210057690,15650684255,1.64826E+12,1.57105E+12,3515946795,3.9464E+12
2020.11.10,5.75936E+11,27657491804,12802175560,15019681710,41654620225,185134635,144215370,17769966075,1.6472E+12,1.96159E+12,3295571075,4.30326E+12
2020.11.9,6.18815E+11,36609568895,84764165740,38724689485,25492608145,342546390,351526240,21383271130,1.57503E+12,1.66872E+12,1855739425,4.07209E+12
2020.11.6,6.36422E+11,11112037700,12863311065,29805804075,15879525135,195507590,1602942840,13978609045,1.98383E+12,2.0034E+12,2785848470,4.71188E+12
2020.11.5,6.87625E+11,35501139640,12795441080,23025511745,15425339100,649171365,3200455705,22834381825,1.85957E+12,1.74517E+12,2972080130,4.40877E+12
2020.11.4,6.78551E+11,42265165590,23459985980,6860324805,9183648255,413395155,2604510885,25623902960,2.23992E+12,3.30442E+12,4111805195,6.33741E+12
2020.11.3,5.96555E+11,18253803125,44478981235,10754350090,8790233905,147195880,149446885,23682993485,1.92192E+12,1.48684E+12,3070639385,4.11463E+12
2020.11.2,4.22344E+11,19767873700,1.33954E+11,9667912790,8704938935,427053000,318054660,21725971540,1.90143E+12,1.57495E+12,2342719165,4.09563E+12
2020.10.30,6.865E+11,20513507120,1.39201E+11,39651539150,23084494400,0,1000492385,42921871250,2.39093E+12,1.97282E+12,4108975205,5.32074E+12
2020.10.29,6.05541E+11,42343700373,87229937945,13269247390,15958447620,322970220,439713615,17853813350,2.3009E+12,1.94981E+12,2579957985,5.03626E+12
2020.10.28,3.32389E+11,20923529300,55078275055,4788384240,13601755970,874075330,96285000,10492040635,1.82441E+12,1.23991E+12,3363537945,3.50593E+12
2020.10.27,3.94097E+11,8951861600,1.23111E+11,4948577680,11001502900,40287000,1864230800,15918071540,2.15569E+12,1.76595E+12,2010318735,4.48358E+12
2020.10.26,3.93926E+11,24751691310,44903148630,7441129490,12106975065,1854860310,815955825,9050321005,1.82011E+12,1.47811E+12,1571115045,3.79464E+12
2020.10.23,3.54748E+11,22657095920,1.3516E+11,4724718180,11289907190,43315000,4689604355,5120649570,1.82976E+12,1.51825E+12,2351932395,3.8888E+12
2020.10.22,5.36402E+11,11331353240,29644878215,7325607730,16102184335,0,1944440250,7186801095,1.86781E+12,1.39323E+12,2613093255,3.8736E+12
2020.10.21,3.47935E+11,14224569259,84430312780,3355202190,12937709395,534940425,3216534790,4290602865,1.64434E+12,1.54633E+12,2153765325,3.66375E+12
2020.10.20,5.10641E+11,24529162380,81561327235,15844047935,16114392975,146711000,6428180100,7922065925,2.03819E+12,1.97538E+12,2333081600,4.67909E+12
2020.10.19,3.91738E+11,11834335485,1.412E+11,8969636385,20550982030,188740460,3998411515,4401763310,1.63001E+12,1.40222E+12,1439537775,3.61655E+12
2020.10.16,5.06817E+11,27071400085,49302826420,6331307515,24693405380,936021450,6157092890,5204738615,1.76997E+12,1.62024E+12,2089809905,4.01881E+12
2020.10.15,3.73929E+11,28039388990,89801625190,8650270875,1.16927E+11,836287795,3759532855,11021163130,1.69855E+12,1.61085E+12,2122910180,3.94448E+12
2020.10.14,3.81596E+11,60012448425,94674541750,9007028260,19622148885,634380935,9021614710,5808004080,1.42172E+12,1.4276E+12,1810287580,3.43151E+12
2020.10.13,4.17992E+11,16603709910,16674441885,5547970275,22738790230,191257165,260365090,8389618370,1.25031E+12,1.36724E+12,1604757705,3.10756E+12
2020.10.12,3.42731E+11,17018934945,70839681240,6896012615,20387809515,147932700,1145947540,6343733885,1.16593E+12,1.04241E+12,1069540165,2.67492E+12
2020.10.8,5.36349E+11,8336115200,15301608305,6824082885,19253644755,7690720,78415500,4769024505,1.21571E+12,1.25496E+12,2297858190,3.06389E+12
2020.10.7,3.56545E+11,12384730155,77251914755,4964168885,16609079810,112482755,3133871585,13709053870,1.36243E+12,1.18811E+12,1443614360,3.03669E+12
2020.10.6,3.81582E+11,12711213680,18959496805,9448327970,14153770020,0,5650660420,7236206485,1.26321E+12,1.19108E+12,2169698550,2.9062E+12
2020.10.5,4.00305E+11,18734517775,76961469140,5480305095,10006366730,50715915,6163356460,15419637550,1.19139E+12,1.38558E+12,1357096340,3.11145E+12
2020.9.29,3.73014E+11,31533912959,44633037145,5480487685,28412336390,0,1208354660,9859387105,1.33778E+12,1.53673E+12,942279165,3.36959E+12
2020.9.28,4.49617E+11,36317691802,27162125680,6867053000,15445169980,0,3584408775,5865231155,1.24937E+12,1.10711E+12,1128284715,2.90247E+12
2020.9.25,4.14417E+11,8405055880,2.30293E+11,4910639455,20405905575,57185000,14861862350,9360379405,1.55065E+12,1.98072E+12,1517871725,4.2356E+12
2020.9.24,6.54625E+11,34868866130,94739912395,39328911070,26627162260,1383695935,36395932980,13512802400,2.0999E+12,2.70832E+12,1746593155,5.71146E+12
2020.9.23,4.94348E+11,47131558770,1.75248E+11,16732208860,35241807820,95783060,24372442585,20358815590,2.11433E+12,3.24703E+12,2280459510,6.17717E+12
2020.9.22,5.16597E+11,24907060125,2.54233E+11,30822364040,69365580685,1626582605,2251226545,9902796130,1.8189E+12,2.26828E+12,2809495535,4.99969E+12
2020.9.21,3.86738E+11,11582688360,9181807060,7468158540,40678350790,269418040,180066500,7551173100,1.3381E+12,1.49244E+12,2851022130,3.29703E+12
2020.9.18,3.7841E+11,11374017095,91530933050,10632737240,36972509005,36940000,268470500,6618415320,1.20961E+12,1.28063E+12,2782137880,3.02886E+12
2020.9.17,4.44549E+11,25172296208,1.55803E+11,18826917210,38120863360,811472345,6922479610,10356967835,1.46442E+12,1.61207E+12,3038334820,3.78009E+12
2020.9.16,4.94999E+11,13377522370,36182813040,18216450795,31002177345,577141340,292295995,11580647135,1.12228E+12,9.87853E+11,1678872025,2.71804E+12
2020.9.15,5.21846E+11,11149229133,5969650165,31774315910,22193482095,99445240,12862774190,17434739155,9.85544E+11,1.04101E+12,2723169850,2.65261E+12
2020.9.14,4.92732E+11,9722705530,87033041370,10518785870,19616039075,395698615,80698950,9906954140,9.06854E+11,8.22717E+11,3334137380,2.36291E+12
2020.9.11,4.84668E+11,10981186463,15274973515,25560125010,37331413130,223427880,2983764885,12454700950,1.13966E+12,9.81657E+11,4282278545,2.71508E+12
2020.9.10,3.97175E+11,12357800845,95473407415,23649639010,28808055050,228266420,8124255430,8162961610,9.29068E+11,8.04177E+11,3120756020,2.31035E+12
2020.9.9,4.64894E+11,10342821687,75561505775,16266539165,89503505495,1408062665,18426398570,21839021250,1.17025E+12,8.83204E+11,4652371940,2.75635E+12
2020.9.8,6.09547E+11,26266340405,29325801400,8079430270,40213091700,131477220,29832431470,12968708625,1.09016E+12,9.9371E+11,2152525905,2.84238E+12
2020.9.7,4.64155E+11,6773050952,1.08822E+11,6164930035,30933842620,141291640,9290069190,5712888745,1.03847E+12,8.44829E+11,2596146170,2.51789E+12
2020.9.4,4.18896E+11,22633432000,97204124730,17955692615,65584140220,1490556345,1077133420,38991113120,1.60289E+12,1.26721E+12,3771305925,3.53771E+12
2020.9.3,5.85077E+11,12857481115,83726300135,7344421000,38547605630,169693255,1339160885,11703929645,1.17616E+12,1.06855E+12,3903769005,2.98938E+12
2020.9.2,5.09648E+11,46544450335,60708993470,9198597315,36214803470,509071190,28071573415,9375207980,1.17745E+12,1.04648E+12,3680269095,2.92788E+12
2020.9.1,3.96493E+11,13697390570,1.00841E+11,3705125530,48264564035,245586390,1641385520,6977472580,1.16685E+12,1.13841E+12,3295978565,2.88041E+12
2020.8.31,5.01483E+11,15398823825,84301706805,14679097570,54235325025,1272337125,11289654695,15865434210,1.47378E+12,1.19018E+12,6638612330,3.36913E+12
2020.8.28,7.04578E+11,33938652855,39327597345,2946749820,40143186020,843055805,3781541515,14471889215,1.65493E+12,1.35421E+12,5508128765,3.85468E+12
2020.8.27,5.23261E+11,7586071220,1.01416E+11,17057728105,30506004735,1259089075,4269131470,15136958365,1.41691E+12,1.14808E+12,3958563700,3.26944E+12
2020.8.26,5.02523E+11,14314592625,77862013640,13551785070,25092031715,1253194295,182297070,15912706360,1.46568E+12,1.28812E+12,5725766775,3.41022E+12
2020.8.25,5.64789E+11,61322708770,12773289320,6052271750,27376925145,109818670,1830688820,18722352720,1.32808E+12,1.24917E+12,4731445905,3.27496E+12
2020.8.24,4.86844E+11,12037578060,13616859265,7513210945,19782146125,78105000,12624752610,11315433235,1.42743E+12,1.37423E+12,3491872870,3.36896E+12
2020.8.21,5.66114E+11,37661651455,1.29075E+11,5460870840,27253147410,244700000,1973868585,18295877485,2.02495E+12,2.05247E+12,6296273420,4.8698E+12
2020.8.20,6.02388E+11,6416329605,2.35442E+11,11423820610,35676259560,1153425915,1561404000,20798552660,2.19953E+12,2.02862E+12,4115878475,5.14713E+12
2020.8.19,5.09784E+11,8694987015,56731778490,7993973285,40117506240,12572605,14400922000,9570045855,1.19459E+12,1.06487E+12,4408103610,2.91117E+12
2020.8.18,3.98096E+11,21856833280,1.69703E+11,11200927640,35926503450,1225559255,11979798695,15731347075,1.41992E+12,1.2045E+12,7715836465,3.29786E+12
2020.8.14,4.8335E+11,32989696595,37456423575,6298991835,71998216725,251750000,8223155850,13269599420,1.38528E+12,1.31236E+12,4466793065,3.35594E+12
2020.8.13,6.94255E+11,19009985020,69174730595,9507256940,49443142210,0,578185610,15128298780,1.23536E+12,1.20913E+12,4377271335,3.30596E+12
2020.8.12,5.40491E+11,46502092130,47132326275,12031025870,55257774925,1549115250,7844622105,18662455150,1.39384E+12,1.15983E+12,4205549700,3.28734E+12
2020.8.11,5.91366E+11,32180594570,16858159700,21082386060,58466500855,0,5899855555,17689626560,1.25749E+12,1.17163E+12,5439483120,3.17811E+12
2020.8.10,4.98419E+11,16359759185,52883720075,47736001260,59848989370,0,9462169270,11808440555,1.08048E+12,9.644E+11,4845311275,2.74625E+12
2020.8.7,4.2469E+11,17370211990,67795075960,8361850830,55893735620,0,20630036815,12075101595,1.31594E+12,1.13697E+12,4907805695,3.06463E+12
2020.8.6,6.75714E+11,24714069855,14973595450,8553849715,51000321540,0,27190369720,14752145335,1.39702E+12,1.22117E+12,4628388170,3.43971E+12
2020.8.5,5.50953E+11,27469909255,87132570335,15352794135,36291278165,0,10394846615,22417839690,1.0382E+12,7.99265E+11,6747609990,2.59423E+12
2020.8.4,5.86446E+11,11100097175,7739370725,8899529260,30211969100,315222855,3263627635,25985502875,9.13651E+11,7.88773E+11,5442603810,2.38183E+12
2020.8.3,3.44987E+11,11890480363,72979823565,18944163385,15814769830,0,459111165,20229526205,8.49037E+11,7.64517E+11,3996438860,2.10286E+12
2020.7.31,5.08726E+11,28049026192,12310960875,15635460280,22719850720,0,2311398600,15973903030,1.10302E+12,9.83484E+11,5050758565,2.69729E+12
2020.7.30,4.07621E+11,42379234300,22364211455,6445301725,15980237730,31701605,39132125720,10510304300,8.96579E+11,7.74514E+11,4673562475,2.22023E+12
2020.7.29,4.17504E+11,16895878635,7588482645,28381191980,17368058975,0,1105602525,12992654880,1.26714E+12,1.01983E+12,2984250270,2.79179E+12
2020.7.28,4.82083E+11,8210627900,21238608330,9956082810,13985555610,162649190,41050400,22337596440,1.37671E+12,1.06558E+12,4942150115,3.00525E+12
2020.7.27,4.18239E+11,15375680340,62362629730,5117026155,15622430070,277197065,1904527750,6704504880,9.60968E+11,8.10368E+11,3471999515,2.30041E+12
2020.7.24,3.06963E+11,21191492665,85749419605,7134060375,30044882715,1481744640,0,12130119955,1.24789E+12,8.92483E+11,2256143850,2.60732E+12
2020.7.23,5.44149E+11,51146110281,21272454710,7015451805,18112511585,0,6006759615,13597480570,1.15564E+12,8.84373E+11,1864853850,2.70317E+12
2020.7.22,4.68759E+11,12475555510,61330779900,10610545015,16191985985,0,3396630445,12606485710,9.43638E+11,7.04872E+11,1269442585,2.23515E+12
2020.7.21,5.36975E+11,15982221635,60369498755,2934403420,15115643930,0,1409127175,16366199030,1.13384E+12,8.06863E+11,2412841380,2.59227E+12
2020.7.20,3.73363E+11,18314830350,23397908335,7029063430,16586169385,0,0,6701523490,9.00249E+11,7.23008E+11,1903904000,2.07055E+12
2020.7.17,3.86171E+11,18120600350,1.02404E+11,6860983240,12799725310,0,3637597130,6867946835,9.60752E+11,7.99461E+11,2207885730,2.29928E+12
2020.7.16,4.22411E+11,21429375905,80567905605,12630196285,18278452960,0,165844390,17548611000,1.16646E+12,9.75137E+11,1714543725,2.71634E+12
2020.7.15,4.79342E+11,18033365390,77321217560,6000686520,18743199815,5134500,2621309860,9492713215,1.13366E+12,9.25116E+11,2704890195,2.67304E+12
2020.7.14,4.53968E+11,10003809200,22038368875,4538694170,22193248800,0,639502465,21107080475,1.16296E+12,9.2029E+11,4562201385,2.6223E+12
2020.7.13,3.93495E+11,9119522070,90603198635,3700233645,24036770385,3514000,1592913905,19010612680,1.0602E+12,7.41782E+11,2982366995,2.34653E+12
2020.7.10,5.15812E+11,27758658520,7017796245,8699447660,48494036930,0,681610975,16238215040,1.37995E+12,1.15462E+12,2449210750,3.16172E+12
2020.7.9,4.57552E+11,32123355230,59442840530,12125005840,18262878010,0,0,16831494555,1.08757E+12,9.16595E+11,2244619480,2.60274E+12
2020.7.8,4.36982E+11,19760458925,77494491955,9299516115,12750320440,3300,0,12299152875,1.15605E+12,1.00016E+12,1859367085,2.72666E+12
2020.7.7,5.09715E+11,4200092310,73057039800,19639207605,13704476052,50820680,244771585,21826401270,1.47746E+12,1.40403E+12,3430935295,3.52735E+12
2020.7.6,5.83415E+11,5865770275,15880027830,5860761265,12841037870,15028975,4582490160,23083664920,1.24169E+12,1.04116E+12,3188730630,2.93758E+12
2020.7.3,4.86285E+11,22129947725,15558045855,4229821900,6044021260,251466710,5390011300,21923235700,1.17159E+12,9.2965E+11,1832827320,2.66489E+12
