일자,금융투자,보험,투신,사모,은행,기타금융,연기금 등,기타법인,개인,외국인,기타외국인,전체
2022.12.29,2.98628E+11,12221665014,87717346915,23735459215,33430413770,1487948845,17643780590,10846343440,9.24078E+11,3.29145E+11,1935098610,1.74087E+12
2022.12.28,4.16722E+11,27693047010,35145217660,24573935555,11143413640,608426260,1338400340,9323502085,9.03525E+11,3.77603E+11,1380654145,1.80906E+12
2022.12.27,2.87088E+11,58735159050,59779903474,29084076900,16002498375,827560980,22194615865,32036791505,8.8842E+11,3.24135E+11,1171455370,1.71948E+12
2022.12.26,3.12367E+11,1.11148E+11,1.73986E+11,33595701705,12299785520,154550000,188385945,8639853135,8.19658E+11,2.5571E+11,717304145,1.72846E+12
2022.12.23,5.55406E+11,25783690680,30127788350,21120633495,12184883690,6066054755,717505410,20771009195,1.09687E+12,3.498E+11,2580453270,2.12143E+12
2022.12.22,4.91525E+11,95885896620,90917757365,16539800795,8981027400,5073624140,14925058930,51852919735,9.40754E+11,3.15314E+11,2022521305,2.03379E+12
2022.12.21,4.31687E+11,71034400800,1.1077E+11,12123490830,8155356905,12183121490,166208345,8566929805,8.87555E+11,3.44257E+11,1700286550,1.8882E+12
2022.12.20,6.71505E+11,49980764030,25838838910,14050409825,26748485970,1521876245,10708527200,16103668315,1.12428E+12,6.53057E+11,2116293420,2.59591E+12
2022.12.19,3.64782E+11,84094023580,78811932305,8845247320,42233438630,672203410,1759634430,10868706320,8.11468E+11,3.95011E+11,1341625300,1.79989E+12
2022.12.16,3.99798E+11,7214115930,1.21002E+11,19615908465,19027615465,542264805,10649673375,54642684135,1.10398E+12,5.31968E+11,1924886335,2.27036E+12
2022.12.15,4.94229E+11,22769429307,75012222570,11945335620,11300178415,0,177916335,29312456125,9.76802E+11,4.56225E+11,2018522870,2.07979E+12
2022.12.14,4.81138E+11,30306373394,97707169566,20509726370,5576196865,225211355,12960502275,40761860745,9.92265E+11,4.30976E+11,2164438815,2.11459E+12
2022.12.13,4.38323E+11,8922701640,1.0983E+11,6955237315,6648129260,11313328290,7469968140,7892190555,8.44906E+11,4.41928E+11,1173143090,1.88536E+12
2022.12.12,4.02703E+11,17339854245,12976165840,13653021860,12374451350,236810200,2924642305,4653477325,7.94924E+11,3.76912E+11,1636318150,1.64033E+12
2022.12.9,4.04038E+11,10127598635,91347158160,15007295725,23266987745,1968732415,2520352155,23413635920,1.08089E+12,6.37561E+11,2010908420,2.29216E+12
2022.12.8,3.33942E+11,24854375570,52460583065,5498647910,8371077250,4301665100,785545120,7014646655,8.84122E+11,6.26549E+11,1164879985,1.94907E+12
2022.12.7,4.92648E+11,25248589680,25858332280,6060563100,9911360275,1173344785,17914438650,47193327565,1.09268E+12,6.38376E+11,1354042320,2.35842E+12
2022.12.6,3.7172E+11,28299449940,30061337065,12173772000,12175863410,2985487435,30148659495,27590922250,9.68406E+11,6.66723E+11,1650367600,2.15193E+12
2022.12.5,6.22615E+11,52395549295,1.27348E+11,12407196945,16609718600,138243000,1984709975,18048033735,1.01771E+12,6.55974E+11,2354793605,2.52758E+12
2022.12.2,5.83509E+11,8923899125,51452794150,19373639245,23955992055,2625668665,10849616280,24625316540,9.81151E+11,5.02482E+11,917507275,2.20987E+12
2022.12.1,6.37659E+11,1.09853E+11,1.21994E+11,25976842960,11356415845,1348400,2130958970,12088558095,1.18787E+12,6.60727E+11,2322229155,2.77198E+12
2022.11.30,4.01552E+11,18016767840,26042223340,14046868685,18426759740,625839085,209198915,39889347240,1.03884E+12,4.80669E+11,2367069345,2.04069E+12
2022.11.29,4.01147E+11,20445881180,20309152290,13766215400,15680076260,6509282335,5797927805,34433539480,9.66171E+11,4.90143E+11,2162899895,1.97657E+12
2022.11.28,5.27499E+11,6416136255,1.42362E+11,32383348560,14398053690,516751480,31168340020,22320908195,9.17919E+11,4.78883E+11,1197866865,2.17506E+12
2022.11.25,4.13672E+11,61742627805,20305802075,8096681490,11683637595,222231055,4231362455,38108308855,8.10738E+11,3.63653E+11,1427979905,1.73388E+12
2022.11.24,8.03592E+11,52331642315,23076856385,18609010750,9540693790,10047094310,30967199230,22352617160,9.27106E+11,5.68317E+11,1587842910,2.46753E+12
2022.11.23,4.0063E+11,51335374120,1.34308E+11,11297844300,7668969925,1233420875,26709668245,42347979890,9.38442E+11,5.28822E+11,1801060045,2.1446E+12
2022.11.22,6.92512E+11,15634312717,57720620450,15492754815,9293528760,5696883525,9962741895,40129902265,9.81037E+11,6.08786E+11,1470720480,2.43774E+12
2022.11.21,4.51204E+11,42375627841,93759744540,18489382575,23972263170,102394540,4182009425,10865448210,9.40228E+11,6.5521E+11,1666102075,2.24205E+12
2022.11.18,6.99527E+11,29070932755,3606890390,17940904820,11292918795,21436000,3726646025,12737422705,1.00545E+12,6.76402E+11,1533874265,2.46131E+12
2022.11.17,4.50501E+11,35404421630,91322650610,20896951435,29989734290,132201855,1149871000,18653100305,1.03721E+12,6.19111E+11,1622921035,2.30599E+12
2022.11.16,5.7536E+11,22254876820,8268005000,19579060355,17586349310,528615565,4638739515,22621345030,1.30803E+12,8.20438E+11,2092812950,2.80139E+12
2022.11.15,4.1664E+11,5922653835,94102150017,28041281230,38715505900,992789105,1864037205,15583152055,9.98274E+11,6.01309E+11,3605847090,2.20505E+12
2022.11.14,7.43803E+11,13540946110,60670241220,46263188845,10203933515,3411445555,1225875820,16387410365,1.08519E+12,7.08114E+11,2196701080,2.69101E+12
2022.11.11,1.16303E+12,43160504950,1.08522E+11,51721669980,34618233245,642502585,9575680485,45299244875,1.46326E+12,1.26404E+12,2869941240,4.18674E+12
2022.11.10,4.99206E+11,8295210265,1.3819E+11,30423314260,11879403315,412560000,2764119390,30605361830,1.06139E+12,7.04871E+11,1788829975,2.48983E+12
2022.11.9,6.69016E+11,23589325370,37683057170,34957010105,15088119135,547069970,19508057265,42474864705,1.19106E+12,9.64662E+11,2216720490,3.0008E+12
2022.11.8,6.83116E+11,5601749050,38774994825,12624869195,14719311485,990118125,2712452115,37020607410,1.10491E+12,8.75735E+11,1794023380,2.778E+12
2022.11.7,5.85478E+11,10267813895,13266359805,10554612200,19945809455,0,3947348460,25930060280,1.00318E+12,9.21501E+11,1200614040,2.59528E+12
2022.11.4,5.09834E+11,1630157970,95413021770,20019406745,31744087800,275648155,814992665,30654333110,1.30354E+12,8.59734E+11,2985176225,2.85664E+12
2022.11.3,5.74762E+11,30414175635,32093277925,68120692665,16323582040,759200230,1048152360,52189272910,1.37647E+12,8.46847E+11,2583253385,3.00161E+12
2022.11.2,4.76971E+11,17418825180,61483552610,20721569115,35169007945,0,70348580,18852808870,9.98825E+11,6.37263E+11,1403068190,2.26818E+12
2022.11.1,7.12672E+11,67440945530,16582195940,24681679155,18537711440,230338100,21260255780,53349653295,1.09688E+12,6.65958E+11,2420257980,2.68001E+12
2022.10.31,5.53624E+11,34029669733,1.00088E+11,17641120615,17745403245,318520100,1565457720,24018809655,1.11065E+12,7.70876E+11,2544832475,2.6331E+12
2022.10.28,7.31325E+11,99849594415,39253834825,15125789795,15367886195,722630000,22464933825,28411499410,1.2001E+12,7.885E+11,1625039165,2.94274E+12
2022.10.27,5.94968E+11,52802062850,1.00643E+11,31828793320,23786155265,1068439745,1871192600,47272893015,1.22742E+12,8.05849E+11,2092752875,2.8896E+12
2022.10.26,4.57922E+11,42297807719,57453699460,22378307980,22236839560,260050790,10477071705,56250183390,1.26692E+12,8.38272E+11,2047233750,2.77651E+12
2022.10.25,5.76696E+11,10362901550,13422144625,18050501655,17209033685,0,3348540505,43835135395,1.19839E+12,8.43202E+11,1685610085,2.7262E+12
2022.10.24,5.64312E+11,7685249520,10786500090,18391614070,17275798645,285259095,5326900840,13684501295,1.31572E+12,9.22391E+11,1921152640,2.87777E+12
2022.10.21,3.3973E+11,8784347460,96857196530,25239713575,27856011520,2873195050,483272235,20523238095,1.24765E+12,8.82715E+11,2057716140,2.65477E+12
2022.10.20,6.55923E+11,28082772274,1.56444E+11,36850943825,12021183945,422130575,1293160110,23607966305,1.50395E+12,1.11992E+12,2509253430,3.54103E+12
2022.10.19,5.41278E+11,9566616930,21831971025,26419196960,14579541795,1396701760,1162268915,29483150800,1.3365E+12,7.82733E+11,2133145365,2.76709E+12
2022.10.18,4.50836E+11,6089267025,96544368935,8354404070,5586959955,2012701880,1828720765,21036517375,1.36446E+12,8.357E+11,1468110200,2.79391E+12
2022.10.17,6.53774E+11,15934182753,13516384345,35860826185,12502172640,866562920,9612401670,44922109760,1.25677E+12,7.44921E+11,2430822235,2.79111E+12
2022.10.14,7.09325E+11,8557723915,1.17687E+11,25400261895,9320181025,24733575700,10505330530,64767079110,1.40228E+12,7.02701E+11,4428106585,3.07971E+12
