일자,금융투자,보험,투신,사모,은행,기타금융,연기금 등,기타법인,개인,외국인,기타외국인,전체
2019.12.30,5.1639E+11,1.6066E+11,54092623990,8825831875,10617516590,2501287555,11934013330,3673974085,4.28007E+11,2.79521E+11,334566665,1.47656E+12
2019.12.27,3.24746E+11,58500188965,86904093640,19662317985,5660273755,1023723180,17278672565,4646646710,6.95005E+11,5.15564E+11,350716625,1.72934E+12
2019.12.26,2.90864E+11,63655871590,34963022245,15535044820,9234469500,646494480,43519000195,3848770290,4.33305E+11,2.62401E+11,340291975,1.15831E+12
2019.12.24,4.63739E+11,64998255491,29780295270,12910063309,17423442110,0,19650345390,2232777230,4.06436E+11,2.31896E+11,222903575,1.24929E+12
2019.12.23,6.43574E+11,82182880220,53128212805,11599077735,7594916195,0,9138681800,3987790215,3.82072E+11,2.48923E+11,373399795,1.44257E+12
2019.12.20,5.28876E+11,7561951282,84892000175,7916941575,5762290815,175720320,5362757270,5005938500,4.13912E+11,2.5003E+11,164431645,1.30966E+12
2019.12.19,4.26647E+11,7935760715,8419193485,12106855665,4005936830,91008405,373331765,4288284930,4.94322E+11,3.14956E+11,230984635,1.27338E+12
2019.12.18,5.22802E+11,1.56738E+11,36932331690,20250408075,5820917225,122469625,36044145,2855102910,4.45054E+11,2.81456E+11,350646665,1.47242E+12
2019.12.17,8.51385E+11,1.31813E+11,22700442740,14601018485,2852893355,145496925,3319266615,4271089680,5.16458E+11,3.28443E+11,529871655,1.87652E+12
2019.12.16,1.0701E+12,10510094610,64977312650,8008752810,3009101125,0,32936931081,2084210900,3.46147E+11,2.22248E+11,215849005,1.76023E+12
2019.12.13,6.73807E+11,11348268990,14682892430,16614577850,8921763545,98087390,15962254460,5816396100,5.74224E+11,3.88589E+11,483089485,1.71055E+12
2019.12.12,3.94332E+11,37009343655,22380598535,14154419735,6583084210,205039570,11210097310,5063923305,5.10207E+11,3.10007E+11,351865050,1.3115E+12
2019.12.11,2.27005E+11,17395131805,55032667645,4732877000,1790062350,3992435364,34254792285,1971449475,4.02628E+11,2.65664E+11,325617095,1.01479E+12
2019.12.10,3.62705E+11,6822937020,29825912505,423739185,2604778755,173409440,7203533515,3893560755,3.92834E+11,2.81471E+11,339709830,1.0883E+12
2019.12.9,5.39673E+11,90828046906,8852179265,5046307160,2598541355,119777060,2302439775,3611424950,4.02717E+11,2.50628E+11,199299185,1.30658E+12
2019.12.6,3.32895E+11,9509049750,1.13205E+11,2674263830,3235239770,183114820,3803116805,5302896905,4.45189E+11,3.07898E+11,376506585,1.22427E+12
2019.12.5,4.34072E+11,13126350815,44914551815,8668815305,6484305260,505924120,1557205390,4476771530,5.72678E+11,3.93999E+11,458454695,1.48094E+12
2019.12.4,2.58193E+11,10575216720,64077252865,8070820310,30927706845,494374080,11005462990,5719261925,5.35492E+11,3.53809E+11,489610645,1.27885E+12
2019.12.3,2.68717E+11,11451276115,42685401695,5923378460,5500708170,421177975,1935002345,4840573450,5.17243E+11,3.62073E+11,328017315,1.22112E+12
2019.12.2,3.01477E+11,6559309165,1.40816E+11,2619856875,5107755715,0,6823120955,2680921455,4.60544E+11,2.89773E+11,373869085,1.21677E+12
2019.11.29,4.34332E+11,42427235655,46894127590,6739832010,23686840830,1264217150,11021362560,7582376075,6.73727E+11,4.55515E+11,671564065,1.70386E+12
2019.11.28,1.48137E+11,34921736195,78254943900,7160544970,7507232770,868278695,8972579170,3720988030,4.65322E+11,2.81002E+11,570544705,1.03644E+12
2019.11.27,2.04512E+11,48008282325,30487156690,6350435935,5721587020,605187725,4711332270,3896850410,4.75592E+11,3.17322E+11,386794730,1.09759E+12
2019.11.26,3.92684E+11,52051828972,13689228025,6688790510,7759649045,0,4892874805,6021466415,5.18108E+11,3.77836E+11,408197155,1.38014E+12
2019.11.25,2.56501E+11,31421195925,58374580890,2486787220,14293384435,110973560,6806320430,5325925675,4.36873E+11,3.86755E+11,640729665,1.19959E+12
2019.11.22,2.0695E+11,31754109780,1.15606E+11,5778850445,7944507260,270729415,718516130,4551568760,5.74275E+11,3.63601E+11,1003240575,1.31245E+12
2019.11.21,2.82845E+11,21954343220,1.24038E+11,11143950395,20532243035,2104492425,21571577195,6655767825,7.3007E+11,5.28401E+11,794139600,1.75011E+12
2019.11.20,3.00835E+11,71683609085,18919560550,9725203500,13055134075,1132625760,18427741700,9064187305,5.39079E+11,4.32244E+11,793699935,1.41496E+12
2019.11.19,1.67927E+11,9698553810,1.02148E+11,6070636450,7314043175,466919915,10873522260,5598487950,4.60265E+11,3.02161E+11,279463195,1.0728E+12
2019.11.18,2.77998E+11,26619880402,9909357845,2202477155,3310081100,399817330,9003594095,3007621395,3.83587E+11,2.89951E+11,457937615,1.00645E+12
2019.11.15,4.30283E+11,22729103820,39171132945,13080991850,3788336770,812815325,4325394025,10654397540,5.09292E+11,3.89606E+11,452577595,1.4242E+12
2019.11.14,2.55008E+11,74670456635,73068967940,944150790,3022926495,459114770,6124369670,4106673395,4.1329E+11,2.90967E+11,227883415,1.12189E+12
2019.11.13,2.4847E+11,90178957530,66913851830,12318934015,12455767935,98295650,23868897390,4946821605,4.0275E+11,2.94839E+11,282069120,1.15712E+12
2019.11.12,3.27012E+11,49941363186,29049812175,1934688080,4459833970,0,12942380950,3893300220,3.93451E+11,3.09321E+11,285144955,1.13229E+12
2019.11.11,4.54038E+11,1.60147E+11,93607064250,5353482060,11457106935,102866450,25362065110,4021532425,4.19356E+11,2.9951E+11,706098310,1.47366E+12
2019.11.8,1.75642E+11,50406919285,82036997065,6260489015,9821631090,18314785245,5967672850,8752491045,4.45718E+11,3.07798E+11,258006440,1.11098E+12
2019.11.7,2.98125E+11,42378023125,33609270325,15673883680,46780196915,136475155,41083024703,3164678695,4.32586E+11,4.28382E+11,160137030,1.34208E+12
2019.11.6,3.27094E+11,28720658685,1.01753E+11,10553553320,3893985650,64878225,11690306840,6815811530,5.34312E+11,4.44384E+11,442617915,1.46972E+12
2019.11.5,2.96883E+11,34930587210,7373573530,5237077760,4163945990,137812870,19354497320,5129001910,4.95936E+11,3.53802E+11,387169820,1.22334E+12
2019.11.4,4.02564E+11,64259249850,89446403975,5336046765,3386333210,0,4667669515,7691657870,5.15737E+11,3.34809E+11,449486735,1.42835E+12
2019.11.1,2.71487E+11,20794682515,15357939065,1337661570,62432552640,200116930,21933526660,7871368235,4.74785E+11,3.22249E+11,208532405,1.19866E+12
