종목코드,구성종목명,주식수(계약수),평가금액,시가총액,시가총액 구성비중
042670,HD현대인프라코어,203,1664600,1583400,0.08
029780,삼성카드,40,1578000,1582000,0.08
103140,풍산,25,1555000,1542500,0.08
383220,F&F,24,1670400,1536000,0.08
088350,한화생명,500,1547500,1535000,0.08
161890,한국콜마,26,1549600,1513200,0.08
298050,효성첨단소재,4,1380000,1372000,0.07
008930,한미사이언스,42,1375500,1371300,0.07
298020,효성티앤씨,4,1376000,1356000,0.07
001120,LX인터내셔널,43,1352350,1345900,0.07
375500,DL이앤씨,40,1386000,1344000,0.07
007070,GS리테일,63,1357650,1338750,0.07
073240,금호타이어,239,1314500,1304940,0.07
028670,팬오션,340,1303900,1280100,0.07
011210,현대위아,23,1281100,1274200,0.07
185750,종근당,12,1314000,1269600,0.07
282330,BGF리테일,12,1284000,1267200,0.07
111770,영원무역,33,1306800,1245750,0.06
047040,대우건설,302,1283500,1244240,0.06
051600,한전KPS,33,1283700,1242450,0.06
002790,아모레G,40,1274000,1224000,0.06
336260,두산퓨얼셀,61,1223050,1217560,0.06
457190,이수스페셜티케미컬,31,1227600,1204350,0.06
377300,카카오페이,43,1180350,1193250,0.06
002710,TCC스틸,27,1134000,1173150,0.06
004490,세방전지,12,1124400,1128000,0.06
018880,한온시스템,243,1098360,1097145,0.06
120110,코오롱인더,28,1104600,1065400,0.06
004000,롯데정밀화학,22,1061500,1050500,0.05
069960,현대백화점,22,1065900,1047200,0.05
006280,녹십자,8,1022400,1023200,0.05
145720,덴티움,10,1037000,1003000,0.05
000080,하이트진로,47,965850,961150,0.05
005850,에스엘,24,949200,946800,0.05
039130,하나투어,17,945200,936700,0.05
023530,롯데쇼핑,15,934500,927000,0.05
004990,롯데지주,37,923150,915750,0.05
005420,코스모화학,38,900600,912000,0.05
026960,동서,47,895350,889710,0.05
000210,DL,16,907200,881600,0.05
007310,오뚜기,2,873000,864000,0.04
069620,대웅제약,7,834400,827400,0.04
006110,삼아알미늄,12,769200,790800,0.04
003620,KG모빌리티,130,812500,787800,0.04
001680,대상,29,756900,743850,0.04
192080,더블유게임즈,16,729600,739200,0.04
009240,한샘,12,746400,738000,0.04
032350,롯데관광개발,74,745920,733340,0.04
285130,SK케미칼,15,731250,728250,0.04
005300,롯데칠성,5,676000,666000,0.03
009970,영원무역홀딩스,8,664800,654400,0.03
069260,TKG휴켐스,33,640530,639210,0.03
178920,PI첨단소재,20,640000,622000,0.03
001740,SK네트웍스,131,620285,617010,0.03
003090,대웅,29,607550,614800,0.03
006650,대한유화,5,623500,609500,0.03
009900,명신산업,41,591630,580150,0.03
093370,후성,83,576850,576020,0.03
000240,한국앤컴퍼니,36,565200,560520,0.03
114090,GKL,46,558900,548780,0.03
008730,율촌화학,16,529600,528000,0.03
280360,롯데웰푸드,3,544200,526200,0.03
005250,녹십자홀딩스,33,525690,520080,0.03
137310,에스디바이오센서,55,502150,498300,0.03
001800,오리온홀딩스,31,474300,470580,0.02
105630,한세실업,20,421000,409000,0.02
003030,세아제강지주,2,417000,398600,0.02
016380,KG스틸,59,401200,390580,0.02
001430,세아베스틸지주,18,378000,367200,0.02
014820,동원시스템즈,8,356000,358400,0.02
271940,일진하이솔루스,16,348800,342400,0.02
300720,한일시멘트,24,349680,340320,0.02
000670,영풍,1,334000,327000,0.02
KRD010010001,원화현금,,,7889930,0.41
